category_name,property_type,building_size,land_size,preferred_size,listing_agency,price,location_number,address,address_1,city,state,zip_code,phone,product_depth,bedroom_count,bathroom_count,parking_count,RunDate
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,,,Real Estate NT by George Pikos - FANNIE BAY,380000.0,203267739,"2 Ruddick Cct, Stuart Park, NT 0820",2 Ruddick Cct,Stuart Park,NT,820,08 8941 9959,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,,,Approved Real Estate (NT) - PALMERSTON CITY,299000.0,138828039,"1/3 Tabletop Place, Malak, NT 0812",1/3 Tabletop Place,Malak,NT,812,08 8931 2005,standard,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,508.0,508.0,Absolute Real Estate NT - Darwin,635000.0,138826979,"6 Spillett Street, Durack, NT 0830",6 Spillett Street,Durack,NT,830,08 8930 6600,feature,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Block Of Units,377.44,807.0,377.44,Kassiou Constructions - HOWARD SPRINGS,1050000.0,138823299,"1 and 2/2 Grumman Court, Zuccoli, NT 0832",1 and 2/2 Grumman Court,Zuccoli,NT,832,08 89834326,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,2.0,2.0,Complete Real Estate (NT),,123001622,"45 Saxby Road, Virginia, NT 0834",45 Saxby Road,Virginia,NT,834,08 8983 1266,feature,3.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Real Estate Central - DARWIN CITY,199000.0,138816527,"5/169 Dick Ward Drive, Nightcliff, NT 0810",5/169 Dick Ward Drive,Nightcliff,NT,810,08 8943 3000,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,213.0,659.0,659.0,Call2View Real Estate - Palmerston,570000.0,138808023,"15 Zeroni Street, Rosebery, NT 0832",15 Zeroni Street,Rosebery,NT,832,08 8932 8858,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,807.0,807.0,North Property NT - STUART PARK,,138802227,"12 Ellengowan Drive, Nakara, NT 0810",12 Ellengowan Drive,Nakara,NT,810,08 898 11088 ,feature,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,353.0,846.0,846.0,Darwin Building Consultants - VIRGINIA,899000.0,138803679,"281 Forrest Parade, Bellamack, NT 0832",281 Forrest Parade,Bellamack,NT,832,08 8983 3943,feature,5.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,893.0,893.0,K G Young & Associates Pty Ltd - Darwin,419000.0,138803295,"5 Tuckiar Ct, Driver, NT 0830",5 Tuckiar Ct,Driver,NT,830,08 89 432 432,feature,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,33.0,,33.0,Property Now - MOOLOOLABA,145000.0,138798511,"UNIT 51/21 CAVENAGH STREET, Darwin City, NT 0800",UNIT 51/21 CAVENAGH STREET,Darwin City,NT,800,1300 815 051 ,standard,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,640.0,640.0,Ray White Bayside - FANNIE BAY,,138796203,"3 Cocos Grove, Durack, NT 0830",3 Cocos Grove,Durack,NT,830,08 8986 7131,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,52.0,80.0,52.0,For Sale By Owner                                                                                   ,289000.0,138792207,"21/16-18 Mackillop Street, Parap, NT 0820",21/16-18 Mackillop Street,Parap,NT,820,1300 114 970,standard,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,849.0,849.0,Absolute Real Estate NT - Darwin,499000.0,138791511,"17 Triller Court, Bakewell, NT 0832",17 Triller Court,Bakewell,NT,832,08 8930 6600,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central Projects - Darwin,595000.0,138790327,"4 Pickford Street, Jingili, NT 0810",4 Pickford Street,Jingili,NT,810,08 8943 3000,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,416.0,416.0,Raine & Horne - Darwin,499000.0,138786627,"8 Murdoch Gardens, Durack, NT 0830",8 Murdoch Gardens,Durack,NT,830,08 8941 8941,premiere,3.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Home Zone NT - DARWIN,399000.0,138786623,"3/18 Nayler Street, Farrar, NT 0830",3/18 Nayler Street,Farrar,NT,830,0418 895 345,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,442.0,442.0,Raine & Horne - Darwin,,138786603,"12 Sovereign Circuit, Coconut Grove, NT 0810",12 Sovereign Circuit,Coconut Grove,NT,810,08 8941 8941,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Ausway Group,215000.0,138784347,"309/3  Gardiner street, Darwin City, NT 0800",309/3  Gardiner street,Darwin City,NT,800,0451125286,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Professionals - DARWIN CITY,480000.0,138782967,"4/7 Brewery Place, Woolner, NT 0820",4/7 Brewery Place,Woolner,NT,820,08 8941 8289,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,149.0,,All About Real Estate NT - DARWIN CITY,339000.0,138780823,"1202/2 Brisbane Crescent, Johnston, NT 0832",1202/2 Brisbane Crescent,Johnston,NT,832,0438 404 848,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,964.0,964.0,Active Realty - NT,340000.0,138780743,"16 Antares Court, Woodroffe, NT 0830",16 Antares Court,Woodroffe,NT,830,08 8985 19 28,feature,3.0,1.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,190.0,960.0,960.0,Real Value Properties NT - Northern Territory,490000.0,138779895,"12 Sundew Court, Karama, NT 0812",12 Sundew Court,Karama,NT,812,08 8983 1888,feature,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central - DARWIN CITY,500000.0,138775831,"18/7 Brewery Place, Woolner, NT 0820",18/7 Brewery Place,Woolner,NT,820,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,336.0,336.0,Milgate Real Estate - Cullen Bay,375000.0,138775551,"2/7 Flametree Cct, Rosebery, NT 0832",2/7 Flametree Cct,Rosebery,NT,832,0404 222 219,feature,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,254.0,424.0,424.0,Elders Real Estate - Palmerston,462500.0,138772295,"5 Heliconia Court, Durack, NT 0830",5 Heliconia Court,Durack,NT,830,08 8931 5000,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,736.0,736.0,@realty - National Head Office Australia,,138771587,"10 Bennett Street, Bellamack, NT 0832",10 Bennett Street,Bellamack,NT,832,1300 299 377,standard,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,215.0,215.0,Absolute Real Estate NT - Darwin,410000.0,138770363,"7/29 Gardens Hill, The Gardens, NT 0820",7/29 Gardens Hill,The Gardens,NT,820,08 8930 6600,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,208.0,480.0,480.0,Elders Real Estate - Palmerston,550000.0,138768103,"13 Butterfly Court, Gunn, NT 0832",13 Butterfly Court,Gunn,NT,832,08 8931 5000,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,172.0,706.0,706.0,Mercury Real Estate,430000.0,138765627,"2 Connaught Crt, Bakewell, NT 0832",2 Connaught Crt,Bakewell,NT,832,0449636436,feature,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,69.0,69.0,Absolute Real Estate NT - Darwin,320000.0,138763935,"8/2 Hauser Court, Marrara, NT 0812",8/2 Hauser Court,Marrara,NT,812,08 8930 6600,premiere,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,@realty - National Head Office Australia,450000.0,138760927,"607/31 Woods Street, Darwin City, NT 0800",607/31 Woods Street,Darwin City,NT,800,1300 299 377,standard,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Territory Real Estate - Darwin,430000.0,138756503,"205B/65 Progress Drive, Nightcliff, NT 0810",205B/65 Progress Drive,Nightcliff,NT,810,0889855678,feature,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,255.0,,255.0,David Booth Real Estate Pty Ltd - Darwin,865000.0,138754883,"181/8 Gardiner Street, Darwin City, NT 0800",181/8 Gardiner Street,Darwin City,NT,800,0418 892 861,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,240.0,875.0,875.0,Nick Mousellis Real Estate - Eview Group Member,740000.0,138752435,"2 Ashburner Street, Durack, NT 0830",2 Ashburner Street,Durack,NT,830,0411724000,premiere,4.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,244.0,530.0,530.0,Elders Real Estate - Palmerston,895000.0,131073306,"14 Reuben Avenue, NORTHCREST, Berrimah, NT 0828","14 Reuben Avenue, NORTHCREST",Berrimah,NT,828,08 8931 5000,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Ray White - Darwin City,255000.0,138750551,"4/141 Trower Road, Tiwi, NT 0810",4/141 Trower Road,Tiwi,NT,810,08 8982 2400,premiere,2.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,606.0,606.0,Ray White - Darwin City,775000.0,138750255,"1 Withnall Circuit, Muirhead, NT 0810",1 Withnall Circuit,Muirhead,NT,810,08 8982 2400,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,120.0,,Elders Real Estate - Darwin,400000.0,138748811,"11/27 McMinn Street, Darwin City, NT 0800",11/27 McMinn Street,Darwin City,NT,800,08 8946 0500,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,806.0,806.0,Renee's Realty NT - DURACK,400000.0,138748519,"18 Crawford Court, Moulden, NT 0830",18 Crawford Court,Moulden,NT,830,0417 718 149,feature,4.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,223.0,776.0,776.0,Renee's Realty NT - DURACK,449000.0,138744755,"10 Menzies Court, Gray, NT 0830",10 Menzies Court,Gray,NT,830,0417 718 149,feature,3.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Renee's Realty NT - DURACK,780000.0,138738027,"61 Cattledog Court, Humpty Doo, NT 0836",61 Cattledog Court,Humpty Doo,NT,836,0417 718 149,feature,3.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,2.07,2.07,Complete Real Estate (NT),1200000.0,138736447,"163 Melaleuca Road, Howard Springs, NT 0835",163 Melaleuca Road,Howard Springs,NT,835,08 8983 1266,feature,6.0,5.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,154.0,154.0,LJ Hooker Darwin -   ,369000.0,138732019,"15/4 McMinn Street, Darwin City, NT 0800",15/4 McMinn Street,Darwin City,NT,800,08 8924 0900,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,808.0,808.0,Real Estate Central - DARWIN CITY,,138728847,"23 Noltenius Circuit, Gray, NT 0830",23 Noltenius Circuit,Gray,NT,830,08 8943 3000,premiere,3.0,1.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,69.0,69.0,First National Real Estate O'Donoghues - Darwin,260000.0,138727355,"43/23 Hudson Fysh Avenue, Parap, NT 0820",43/23 Hudson Fysh Avenue,Parap,NT,820,08 8942 8942,feature,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,415.0,415.0,Darwin Building Consultants - VIRGINIA,525000535000.0,124837718,"16 Oatgrass street, Zuccoli, NT 0832",16 Oatgrass street,Zuccoli,NT,832,08 8983 3943,standard,3.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,393.0,393.0,All About Real Estate NT - DARWIN CITY,765000.0,138725351,"3/1 Voyager Street, Stuart Park, NT 0820",3/1 Voyager Street,Stuart Park,NT,820,0438 404 848,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Block Of Units,,812.0,812.0,Knight Frank (NT) - Darwin,,138719871,"21 Hickory Street, Nightcliff, NT 0810",21 Hickory Street,Nightcliff,NT,810,08 8982 2500,feature,8.0,4.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,66.0,,66.0,Knight Frank (NT) - Darwin,350000.0,138713867,"610/79 Smith Street, Darwin City, NT 0800",610/79 Smith Street,Darwin City,NT,800,08 8982 2500,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central - DARWIN CITY,549000.0,138708715,"19/96 Woods Street, Darwin City, NT 0800",19/96 Woods Street,Darwin City,NT,800,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,155.0,487.0,487.0,Elders Real Estate - Palmerston,,138707559,"7 Cocos Grove, Durack, NT 0830",7 Cocos Grove,Durack,NT,830,08 8931 5000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,221.0,,First National Real Estate O'Donoghues - Darwin,539000.0,138706855,"609/31 Woods Street, Darwin City, NT 0800",609/31 Woods Street,Darwin City,NT,800,08 8942 8942,standard,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,138706791,"3 Landrail Court, Leanyer, NT 0812",3 Landrail Court,Leanyer,NT,812,08 8943 3000,premiere,5.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,83.0,,83.0,Raine & Horne - Darwin,,138706143,"611/43B Knuckey Street, Darwin City, NT 0800",611/43B Knuckey Street,Darwin City,NT,800,08 8941 8941,premiere,1.0,1.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,222.0,572.0,572.0,Professionals - DARWIN CITY,,138703287,"3 Mahoney Street, Muirhead, NT 0810",3 Mahoney Street,Muirhead,NT,810,08 8941 8289,feature,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,110.0,,110.0,Elders Real Estate - Darwin,490000.0,138702567,"1109/31 Woods Street, Darwin City, NT 0800",1109/31 Woods Street,Darwin City,NT,800,08 8946 0500,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,820.0,820.0,Elders Real Estate - Darwin,,203255347,"11 Bradhurst Court, Bayview, NT 0820",11 Bradhurst Court,Bayview,NT,820,08 8946 0500,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,154.0,805.0,805.0,Knight Frank (NT) - Darwin,550000.0,138700371,"17 Koolama Court, Karama, NT 0812",17 Koolama Court,Karama,NT,812,08 8982 2500,feature,5.0,2.0,5.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Habitat Real Estate - THE GARDENS,480000.0,138700291,"2/38 Yanyula Drive, Anula, NT 0812",2/38 Yanyula Drive,Anula,NT,812,08 8981 0080,feature,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,166.0,,166.0,Carol Need Real Estate - Fannie Bay,289000.0,133591954,"9 Gleneagles Crescent, Marrara, NT 0812",9 Gleneagles Crescent,Marrara,NT,812,0418885966,premiere,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,245.0,664.0,664.0,Raine & Horne - Darwin,,138693711,"21 Cocos Grove, Durack, NT 0830",21 Cocos Grove,Durack,NT,830,08 8941 8941,premiere,4.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Ausway Group,209000.0,138693067,"508/3 Gardiner street, Darwin City, NT 0800",508/3 Gardiner street,Darwin City,NT,800,0451125286,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,338.0,723.0,723.0,Elders Real Estate - Palmerston,849000.0,138689535,"9 Hayward Place, Durack, NT 0830",9 Hayward Place,Durack,NT,830,08 8931 5000,premiere,6.0,4.0,6.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,,1170.0,1170.0,Real Estate NT by George Pikos - FANNIE BAY,770000.0,203254251,"20 Allen St, Fannie Bay, NT 0820",20 Allen St,Fannie Bay,NT,820,08 8941 9959,premiere,,,,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Go Wise - WOOLNER,525000.0,138685867,"42 Hutchison Terrace, Bakewell, NT 0832",42 Hutchison Terrace,Bakewell,NT,832,08 8942 1200,feature,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,388.0,388.0,LJ Hooker Darwin -   ,,138684375,"3/13 Hobart Crescent, Johnston, NT 0832",3/13 Hobart Crescent,Johnston,NT,832,08 8924 0900,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,158.0,,Ray White Bayside - FANNIE BAY,420000.0,138683031,"9/144 Smith Street, Darwin City, NT 0800",9/144 Smith Street,Darwin City,NT,800,08 8986 7131,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,150.0,,150.0,Raine & Horne - Darwin,,135645930,"34/108 Mitchell Street, Darwin City, NT 0800",34/108 Mitchell Street,Darwin City,NT,800,08 8941 8941,standard,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,153.0,153.0,Real Estate Central Projects - DARWIN,510000.0,138681171,"601/12 Harvey Street, Darwin City, NT 0800",601/12 Harvey Street,Darwin City,NT,800,08 8943 3066,standard,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central Projects - Darwin,,138681011,"501/12 Harvey Street, Darwin City, NT 0800",501/12 Harvey Street,Darwin City,NT,800,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,570000.0,138678015,,,Bellamack,NT,832,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Home Zone NT - DARWIN,549000.0,138671319,"7 Foxtail Grove, Durack, NT 0830",7 Foxtail Grove,Durack,NT,830,0418 895 345,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,523.0,523.0,HERON PROPERTY - DARWIN,730000.0,138670247,"5/23 Chapman Road, Rapid Creek, NT 0810",5/23 Chapman Road,Rapid Creek,NT,810,08 8992 9980,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,630.0,630.0,Knight Frank (NT) - Darwin,590000.0,138667551,"11 La Pira Circuit, Rosebery, NT 0832",11 La Pira Circuit,Rosebery,NT,832,08 8982 2500,feature,3.0,2.0,0.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,244.0,640.0,640.0,Elders Real Estate - Palmerston,,138667399,"12 Maximilia Court, Durack, NT 0830",12 Maximilia Court,Durack,NT,830,08 8931 5000,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Alliance Realty - Larrakeyah,575000.0,138666787,"2/36 Saunders Street, Muirhead, NT 0810",2/36 Saunders Street,Muirhead,NT,810,08 8982 8282,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,@realty - National Head Office Australia,350000.0,138665791,"2/80 Hutchison Terrace, Bakewell, NT 0832",2/80 Hutchison Terrace,Bakewell,NT,832,1300 299 377,standard,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,500000.0,138660371,"58 Farrar Boulevard, Farrar, NT 0830",58 Farrar Boulevard,Farrar,NT,830,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Go Wise - WOOLNER,535000.0,138659831,"19/3 Manton Street, Darwin City, NT 0800",19/3 Manton Street,Darwin City,NT,800,08 8942 1200,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Go Wise - WOOLNER,325000.0,138659631,"5/17 Hickory Street, Nightcliff, NT 0810",5/17 Hickory Street,Nightcliff,NT,810,08 8942 1200,premiere,2.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central - DARWIN CITY,,138653875,"10 Pott Street, Moil, NT 0810",10 Pott Street,Moil,NT,810,08 8943 3000,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,66.0,66.0,North Property NT - STUART PARK,335000.0,138653575,"304/79 Smith Street, Darwin City, NT 0800",304/79 Smith Street,Darwin City,NT,800,08 898 11088 ,feature,1.0,1.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,153.0,,153.0,Real Estate Central - DARWIN CITY,,138652707,"2003/43E Knuckey Street, Darwin City, NT 0800",2003/43E Knuckey Street,Darwin City,NT,800,08 8943 3000,premiere,2.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,260.0,,260.0,Gordon & Associates - GIRRAWEEN,780000.0,138650347,"38/14 Salonika Street, Parap, NT 0820",38/14 Salonika Street,Parap,NT,820,0417 897 921,feature,3.0,2.0,3.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Professionals - DARWIN CITY,850000.0,138650195,"39/144 Smith Street, Darwin City, NT 0800",39/144 Smith Street,Darwin City,NT,800,08 8941 8289,feature,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,642.0,642.0,Freedom Property - Australia,750000.0,138649895,"17 Zeroni Street, Rosebery Heights, NT 0832",17 Zeroni Street,Rosebery Heights,NT,832,07 3999 8324,feature,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,,,,Professionals - DARWIN CITY,510000.0,138649539,"701/12 Harvey Street, Darwin City, NT 0800",701/12 Harvey Street,Darwin City,NT,800,08 8941 8289,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,,,Real Estate Central Projects - Darwin,560000.0,138643295,"39 Canonbury Circuit, Driver, NT 0830",39 Canonbury Circuit,Driver,NT,830,08 8943 3000,premiere,5.0,2.0,4.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central Projects - Darwin,,138643203,"10/9 Hugh Court, Bakewell, NT 0832",10/9 Hugh Court,Bakewell,NT,832,08 8943 3000,premiere,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Kalo Real Estate - Darwin,440000.0,138642619,"11/1 Guider Court, Johnston, NT 0832",11/1 Guider Court,Johnston,NT,832,0889453340,feature,3.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,206.0,206.0,Acacia Realty - NOONAMAH,295000.0,138642287,"7/5 Shearwater Drive, Bakewell, NT 0832",7/5 Shearwater Drive,Bakewell,NT,832,0409 768 420,feature,2.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,356.0,,356.0,Eview Group - Corporate,610000.0,138640675,"2/49 Bridge Street, Muirhead, NT 0810",2/49 Bridge Street,Muirhead,NT,810,03 8781 3888,standard,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,,432.0,432.0,Real Estate Central - DARWIN CITY,370000.0,138640623,"9/7 Lorna Lim Terrace, Driver, NT 0830",9/7 Lorna Lim Terrace,Driver,NT,830,08 8943 3000,premiere,3.0,1.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,,283.0,283.0,Call2View Real Estate - Palmerston,359000.0,138634939,"8/31 Aunger Crescent, Bakewell, NT 0832",8/31 Aunger Crescent,Bakewell,NT,832,08 8932 8858,premiere,3.0,2.0,1.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,,864.0,864.0,Elders Real Estate - Darwin,,138626099,"1 Maranungu Street, Ludmilla, NT 0820",1 Maranungu Street,Ludmilla,NT,820,08 8946 0500,premiere,4.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",Unit,,,,Real Estate Central - DARWIN CITY,,138625587,"6/16-18 MacKillop Street, Parap, NT 0820",6/16-18 MacKillop Street,Parap,NT,820,08 8943 3000,premiere,2.0,2.0,2.0,2022-05-27 15:54:05
"Real Estate & Property for sale in DARWIN, NT 0801",House,311.0,660.0,660.0,Elders Real Estate - Palmerston,,138620183,"20 Piper Court, Durack, NT 0830",20 Piper Court,Durack,NT,830,08 8931 5000,premiere,4.0,3.0,2.0,2022-05-27 15:54:05
